Query_id,query
internvid_chinese_other_professional_description_12,Hongtai Life insurance fined over surge in premiums
internvid_chinese_other_professional_speech_0,Damaged Projector Business Owner Interview Refusal
internvid_chinese_other_professional_speech_1,BA.1 strain COVID vaccine immunity
internvid_chinese_other_professional_speech_2,Cleaner denies responsibility for damaged Coach coat
internvid_chinese_other_professional_speech_3,Senior citizen phone weak password
internvid_chinese_other_professional_speech_4,China Alibaba Tencent A-Share prediction
internvid_chinese_other_professional_speech_5,J-20 stealth jet ground strike
internvid_chinese_other_professional_speech_6,kitten anemia blood drawing death
internvid_chinese_other_professional_speech_7,high trajectory missile launch
internvid_chinese_other_professional_speech_8,Carbamide diesel pollution reduction
internvid_chinese_other_professional_speech_9,Prime minister Lee increases COVID measures for one month
internvid_chinese_other_professional_speech_10,Netizens claim Chen Zhengang faked Tesla test results
internvid_chinese_other_professional_speech_11,Taiwanese students want COVID vaccine before studying abroad
internvid_chinese_other_professional_speech_12,Lavender insurance first to increase prices in 20 years
internvid_chinese_other_professional_ocr_0,Shipment packaging contents damaged lawsuit
internvid_chinese_other_professional_ocr_1,BF.7 strain antibodies similarity to BA.1
internvid_chinese_other_professional_ocr_2,"Hangzhou River Cleaners 1,500 compensation"
internvid_chinese_other_professional_ocr_3,Economic development market value patterns
internvid_chinese_other_professional_ocr_4,J-20 ground radar command center destruction
internvid_chinese_other_professional_ocr_5,National botanical garden greenhouse Titan Arum
internvid_chinese_other_professional_ocr_6,Carbamide shortage national security crisis
internvid_chinese_other_professional_ocr_7,Singapore closes non-essential shops until COVID cases drop
internvid_chinese_other_professional_ocr_8,Chinese influencer tests Tesla brakes but steps on accelerator
internvid_chinese_other_professional_ocr_9,First vaccines reserved for Taiwanese students
internvid_chinese_other_professional_ocr_10,Policyholders fear increase in price after one year
internvid_chinese_other_pov_base_0,2021 Paul Kim delivery driver controversy
internvid_chinese_other_pov_base_1,Demonstration of marijuana grinding trick
internvid_chinese_other_pov_base_2,2021 drunk girl harming boyfriend on street
internvid_chinese_other_pov_base_3,May 2022 Beijing 2nd Ring Road closures
internvid_chinese_other_pov_description_0,Malaysian property agent delivering food in penance
internvid_chinese_other_pov_description_1,Police investigation of girl ruining motorcycle
internvid_chinese_other_pov_speech_0,Maggie Fong apology for insulting food delivery workers
internvid_chinese_other_pov_ocr_0,Late-night couple dispute outside amusement park
internvid_chinese_emergency_professional_base_0,Saudi petroleum facility UAV attack
internvid_chinese_emergency_professional_base_1,Man buried by ceiling fragment
internvid_chinese_emergency_professional_base_2,Kaohsiung student drowns at swimming practice
internvid_chinese_emergency_professional_base_3,COVID hand sanitizer shortage
internvid_chinese_emergency_professional_base_4,collapsed bridge fragments removed
internvid_chinese_emergency_professional_base_5,South Korea building collapse fatalities
internvid_chinese_emergency_professional_base_6,Residents watch as fire burns row house
internvid_chinese_emergency_professional_description_0,Saudi Aramco Petroleum Plant UAV bombing
internvid_chinese_emergency_professional_description_1,Man looking at cell phone buried alive
internvid_chinese_emergency_professional_description_2,Kaohsiung second year student suddenly drowns
internvid_chinese_emergency_professional_description_3,Wuhan pneumonia fast food restaurant sanitizer
internvid_chinese_emergency_professional_description_4,fishing boats leave harbor after bridge collapse
internvid_chinese_emergency_professional_description_5,Prime minister condolences for building collapse
internvid_chinese_emergency_professional_description_6,Disabled homeowner escapes fire due to medical check-up
internvid_chinese_emergency_professional_speech_0,Yemen Houthi UAV attack Aramco Petroleum Plant
internvid_chinese_emergency_professional_speech_1,Man buried by ceiling no serious injuries
internvid_chinese_emergency_professional_speech_2,Kaohsiung student drowns during 50 meter swimming test
internvid_chinese_emergency_professional_speech_3,COVID hand sanitizer production increase
internvid_chinese_emergency_professional_speech_4,collapsed bridge removal three days
internvid_chinese_emergency_professional_speech_5,South Korea blizzard building collapse
internvid_chinese_emergency_professional_speech_6,Residents of Keelung escape townhouse fire unharmed
internvid_chinese_emergency_professional_ocr_0,Aramco Petroleum Plant attack production decrease
internvid_chinese_emergency_professional_ocr_1,Man ignores strange sound buried by ceiling
internvid_chinese_emergency_professional_ocr_2,Kaohsiung student drowns CPR administered
internvid_chinese_emergency_professional_ocr_3,hand sanitizer stolen from fast food restaurants
internvid_chinese_emergency_professional_ocr_4,South Korea building collapse survivor
internvid_chinese_emergency_professional_ocr_5,homeowner returns from doctor to find home burning
internvid_chinese_emergency_pov_base_0,2021 Hualien train derailment
internvid_chinese_emergency_pov_base_1,2022 Aqaba toxic gas leak
internvid_chinese_emergency_pov_base_2,2022 Jinshan petrochemical complex fire
internvid_chinese_emergency_pov_description_0,Emergency response to Taroko Express train accident
internvid_chinese_emergency_pov_description_1,Southern Jordan gas leak injuring hundreds
internvid_chinese_emergency_pov_description_2,Shanghai ethylene glycol plant explosion
internvid_chinese_emergency_pov_speech_0,Rescue workers searching for survivors of train crash
internvid_chinese_emergency_pov_ocr_0,Search and rescue team at Qingshui Tunnel accident
internvid_chinese_emergency_pov_ocr_1,Toxic gas accident on container ship
internvid_chinese_emergency_edited_base_0,October 2021 Shangxi landslides
internvid_chinese_emergency_edited_description_0,Government response to Northern China landslides
internvid_chinese_emergency_edited_speech_0,Linfen citizen deaths from landslide disaster
internvid_chinese_discovery_edited_base_0,Tsai Ing-wen Wuhan pneumonia prohibition
internvid_chinese_discovery_edited_base_1,Fire fighting drone bomb innovation
internvid_chinese_discovery_edited_description_0,Tsai Ing-wen Su Tseng-chang Wuhan pneumonia humiliation
internvid_chinese_discovery_edited_description_1,China developing twin-tailed scorpion drone
internvid_chinese_discovery_edited_speech_0,Wuhan pneumonia prohibition presidential authority
internvid_chinese_discovery_edited_ocr_0,Fire extinguishing bomb guided by satellites
internvid_chinese_discovery_professional_base_0,New high-capacity UAV development
internvid_chinese_discovery_professional_base_1,Online account inheritance
internvid_chinese_discovery_professional_base_2,Network equipment national security threat
internvid_chinese_discovery_professional_base_3,Catechins in tea potential to suppress COVID
internvid_chinese_discovery_professional_description_0,new UAV 40 kilogram carrying capacity
internvid_chinese_discovery_professional_description_1,Personal internet account inheritance prohibited
internvid_chinese_discovery_professional_description_2,CAC NDRC network security review methods
internvid_chinese_discovery_professional_description_3,Research shows green tea extracts inhibit virus growth
internvid_chinese_discovery_professional_speech_0,high-capacity UAV disaster response
internvid_chinese_discovery_professional_speech_1,WeChat PayPal inheritance legality
internvid_chinese_discovery_professional_speech_2,Network administrator national security review
internvid_chinese_discovery_professional_speech_3,Taiwanese researchers prove catechins can kill coronavirus
internvid_chinese_discovery_professional_ocr_0,New UAV continuous flight capability
internvid_chinese_discovery_professional_ocr_1,network equipment purchase national security risk
internvid_chinese_discovery_professional_ocr_2,Green tea compound potential to fight epidemic
internvid_chinese_discovery_pov_base_0,People's Liberation Army missile launch demonstration
internvid_chinese_discovery_pov_base_1,2022 Luogang mass Covid restrictions
internvid_chinese_discovery_pov_description_0,Thousands in Guangzhou with yellow Covid health code
internvid_chinese_discovery_pov_ocr_0,Chinese citizens in line for Covid testing
internvid_chinese_election_professional_base_0,Luo Zhiqiang Gao Jin canvassing
internvid_chinese_election_professional_base_1,Han Kuo-yu election loss unfair
internvid_chinese_election_professional_base_2,Democratic progressive party four candidates
internvid_chinese_election_professional_description_0,Zhang Shanzheng Taoyuan mayor candidate
internvid_chinese_election_professional_description_1,Han Kuo-yu election loss forged ballots
internvid_chinese_election_professional_description_2,Tsai Ing-wen photo with four candidates
internvid_chinese_election_professional_speech_0,Democratic Progressive Party Zheng Yunpeng Mainland company
internvid_chinese_election_professional_speech_1,Han Guoyu election loss speech
internvid_chinese_election_professional_speech_2,Chou Chun-mi Democratic Progressive Party candidate
internvid_chinese_election_professional_ocr_0,Taoyuan Candidate Zhang Shanzheng mudslinging Zheng Yunpeng
internvid_chinese_election_professional_ocr_1,Han Kuo-yu fans claim voter fraud
internvid_chinese_election_professional_ocr_2,Tsai Chi-chang Democratic Progressive Party candidate
internvid_chinese_election_edited_base_0,2022 Cambodian communal elections
internvid_chinese_election_edited_description_0,Cambodian People's Party election campaigning
internvid_chinese_election_edited_ocr_0,Khieu Kanharith campaigning in horse-drawn carriage
internvid_chinese_election_pov_base_0,2021 Malacca state elections
internvid_chinese_election_pov_description_0,Malaysian polling station assisting old man
internvid_chinese_sports_professional_base_0,Knocked out boxer brain dead
internvid_chinese_sports_professional_base_1,Women's baseball team honors donor
internvid_chinese_sports_professional_description_0,Boxer injured referee cancels match
internvid_chinese_sports_professional_description_1,Women's baseball team four consecutive championships
internvid_chinese_sports_professional_speech_0,Facebook fundraiser for dead boxer's family
internvid_chinese_sports_professional_speech_1,Baseball team presents championship cup to founder
internvid_chinese_protest_professional_base_0,French teacher strike
internvid_chinese_protest_professional_base_1,Hong Kong student strike
internvid_chinese_protest_professional_description_0,French teachers middle school exams delayed
internvid_chinese_protest_professional_description_1,Ten Hong Kong schools strike
internvid_chinese_protest_professional_speech_0,French teach strike health policy criticism
internvid_chinese_protest_professional_speech_1,Hong Kong students dissatisfaction with administration
internvid_chinese_protest_professional_ocr_0,Student strike September 2
internvid_chinese_protest_pov_base_0,2022 Chunghwa Express Workers' Union strike
internvid_chinese_protest_pov_ocr_0,Taiwanese workers striking for pay increase
internvid_chinese_social_edited_base_0,2017 French Beard Championships
internvid_chinese_social_edited_ocr_0,Multiple categories at beard competition
internvid_chinese_social_pov_base_0,Karak religious groups peacefully coexisting
internvid_chinese_social_pov_description_0,Neighboring temples for different Malaysian religions
internvid_chinese_social_pov_speech_0,Other Malaysian religious groups participating in Taipusam festival
internvid_korean_political_edited_base_0,2022 Russian invasion of Ukraine
internvid_korean_political_edited_base_1,2022 NATO Madrid summit
internvid_korean_political_edited_base_2,Judiciary Committee audit of Ministry of Justice clash between legislators and chairman
internvid_korean_political_edited_base_3,Inter-Korean Summit leads to debates over continued US military presence in South Korea
internvid_korean_political_edited_base_4,Han Dong-hoon possible resignation or impeachment
internvid_korean_political_edited_base_5,Han Dong-hoon questioned at National Assembly
internvid_korean_political_edited_description_0,Democratic legislators disagree with how Committee Chairman Kim Do-eup runs meeting
internvid_korean_political_edited_description_1,Moon Chung-in article about peace treaty's implications for US troops in Korea
internvid_korean_political_edited_description_2,Moon Seong-ho and Lee Kyung discuss Minister of Justice's potential impeachment
internvid_korean_political_edited_description_3,Hoe-Jae Kim questions Dong-Hoon Han
internvid_korean_political_edited_description_4,Risky Ukrainian strategy in Donbass against Russia
internvid_korean_political_edited_speech_0,Relevance of text message debated in Ministry of Justice audit meeting
internvid_korean_political_edited_speech_1,Democratic Party's position on US military presence in a peaceful Korean Peninsula
internvid_korean_political_edited_speech_2,Han Dong-hoon corruption
internvid_korean_political_edited_speech_3,Ukrainian army defeating Russia with superior artillery
internvid_korean_political_edited_speech_4,Han Hong-Hoon questioned on prosecutorial authority
internvid_korean_political_edited_speech_5,Yoon Suk Yeol handshake ignored by Joe Biden
internvid_korean_political_edited_ocr_0,Democratic members ask Kim Do-eup to prevent Representative Cho from speaking
internvid_korean_political_edited_ocr_1,Continued presence of US in Korea for international mediation
internvid_korean_political_edited_ocr_2,Han Dong-hoon controversy Supreme Court opinion
internvid_korean_political_edited_ocr_3,Russian tanks attacking Ukraine forces
internvid_korean_political_edited_ocr_4,September 19 National Assembly questioning Han Dong-Hoon
internvid_korean_political_pov_base_0,2022 NATO Madrid summit
internvid_korean_political_pov_base_1,Moon Jae-in nuclear phase-out policy
internvid_korean_political_pov_base_2,Democratic Party opposes establishment of new police department
internvid_korean_political_pov_base_3,Russian troops mobilize against Ukraine
internvid_korean_political_pov_base_4,Korean military trial mobile phone program
internvid_korean_political_pov_base_5,Han Duck-soo confirmation hearing
internvid_korean_political_pov_base_6,Cho Min academic credentials scandal
internvid_korean_political_pov_base_7,2017 Samsung bribery scandal
internvid_korean_political_pov_base_8,Moon Jae-in prosecution law controversy
internvid_korean_political_pov_description_0,South Korean electricity costs increasing
internvid_korean_political_pov_description_1,Opposition to Yoon Suk-yeol's control of police department
internvid_korean_political_pov_description_2,National security concerns with cell phone usage
internvid_korean_political_pov_description_3,Han Duck-soo speaks on data privacy
internvid_korean_political_pov_description_4,Yoon Suk Yeol handshake ignored by Joe Biden
internvid_korean_political_pov_description_5,Lee Jae-yong court appearance
internvid_korean_political_pov_speech_0,Comparison of carbon usage rates between Korean political administrations
internvid_korean_political_pov_speech_1,Speaker warns of return to authoritarian policing of 1980s and 1990s
internvid_korean_political_pov_speech_2,Ministry of National Defense outcome of experimental phone program
internvid_korean_political_pov_speech_3,Han Duck-soo addresses increase in requests for data
internvid_korean_political_pov_speech_4,Kim Sang-jo testifying in corruption trial
internvid_korean_political_pov_speech_5,Democratic Party of Korea petition to Prosecutor's Office
internvid_korean_political_pov_ocr_0,New police department threatens political neutralisty
internvid_korean_political_pov_ocr_1,Limited training period for Russian troops
internvid_korean_political_pov_ocr_2,Choi Hyun-soo statement on phones in military
internvid_korean_political_pov_ocr_3,Pusan National University revoking acceptance of Justice Minister's daughter
internvid_korean_political_pov_ocr_4,Fair Trade Commission chairman serving as witness in criminal case
internvid_korean_political_pov_ocr_5,Criminal Procedure Act and Prosecutors' Office Act amendments
internvid_korean_political_professional_base_0,Dokdo Island territorial dispute
internvid_korean_political_professional_base_1,Development of Gimhae City as logistics and transportation hub
internvid_korean_political_professional_base_2,Entertainment agency trainee contract controversy
internvid_korean_political_professional_base_3,North Korean response to ROK-US joint training
internvid_korean_political_professional_base_4,Lee Jae-myung visit to senior center
internvid_korean_political_professional_base_5,Woman killed disabled daughter sentencing
internvid_korean_political_professional_base_6,Argument between representatives in National Assembly plenary session
internvid_korean_political_professional_base_7,Lee Jae-Myung criticism of Chosun Ilbo
internvid_korean_political_professional_base_8,Korea carbon emissions trading
internvid_korean_political_professional_base_9,Sapgyo station construction funding controversy
internvid_korean_political_professional_base_10,THAAD missile defense base development impediments
internvid_korean_political_professional_base_11,Gangnam collects restaurant waste for free during COVID-19
internvid_korean_political_professional_base_12,Gas bill subsidy for under-resourced households Korea
internvid_korean_political_professional_base_13,Academic conference on Sakhalin Koreans
internvid_korean_political_professional_base_14,Grain Management Act amendment controversy
internvid_korean_political_professional_base_15,US stance on South Korea nuclear capacity
internvid_korean_political_professional_base_16,Ministry of National Defense action after signing of GSOMIA agreement
internvid_korean_political_professional_base_17,Yeongdeungpo District winter safety and welfare services
internvid_korean_political_professional_description_0,Budgetary consequences of Dokdo territorial dispute
internvid_korean_political_professional_description_1,Gadeok Island New Airport construction
internvid_korean_political_professional_description_2,Entertainment agencies exploitation of trainee celebrities
internvid_korean_political_professional_description_3,Kim Yo-jong threatens military action
internvid_korean_political_professional_description_4,Lee Jae-myung arrest warrant
internvid_korean_political_professional_description_5,Yeonsu-gu murder of disabled woman by mother
internvid_korean_political_professional_description_6,Representatives Moon Bae and Ryo argument
internvid_korean_political_professional_description_7,Chosun Ilbo Daejang-dong investigation
internvid_korean_political_professional_description_8,Emission permit surplus trading
internvid_korean_political_professional_description_9,Governor Kim Tae-Heum comments on Sapgyo Station
internvid_korean_political_professional_description_10,Terminal High Altitude Area Defense system operational preparedness
internvid_korean_political_professional_description_11,Number of restaurants supported by Gangnam's free waste collection program
internvid_korean_political_professional_description_12,Number of households served by Korean energy voucher program
internvid_korean_political_professional_description_13,Dual nationality for Sakhalin cKorean descendants
internvid_korean_political_professional_description_14,Executive veto of amendment to Grain Management Act
internvid_korean_political_professional_description_15,Parallels between current US-ROK and Cold War NATO relations concerning nuclear capacity
internvid_korean_political_professional_description_16,Yoon Seok-yeol signs military information protection agreement with Japan
internvid_korean_political_professional_description_17,Yeongdeungpo District provides services to help underprivileged
internvid_korean_political_professional_speech_0,National funding for Dokdo National Archive Center
internvid_korean_political_professional_speech_1,Development of logistics industry in Southeast Asia
internvid_korean_political_professional_speech_2,Protection for trainees signed with JYP and SM
internvid_korean_political_professional_speech_3,Korean Unification Party response to Kim Yo-jong on ROK-US joint exercises
internvid_korean_political_professional_speech_4,Lee Jae-myung on treatment of the elderly
internvid_korean_political_professional_speech_5,Sentence reduction for woman who murdered disabled daughter
internvid_korean_political_professional_speech_6,Hwacheon Daeyu Lee Jae-myung connection media reporting
internvid_korean_political_professional_speech_7,Dangjin carbon neutrality goal
internvid_korean_political_professional_speech_8,Estimated cost for construction of Sapgyo station
internvid_korean_political_professional_speech_9,THAAD base protests
internvid_korean_political_professional_speech_10,Eligibility for Gangam free restaurant waste collection
internvid_korean_political_professional_speech_11,Choi Sang-mok announcement about heating cost support
internvid_korean_political_professional_speech_12,St. Petersburg conference on Sakhalin Koreans participants
internvid_korean_political_professional_speech_13,Lee Jae-myung rationale for government subsidizing rice farmers
internvid_korean_political_professional_speech_14,Jennifer Lind and Daryl Press on South Korean nuclear options
internvid_korean_political_professional_speech_15,Type of information covered by GSOMIA example
internvid_korean_political_professional_speech_16,"Yeongdeungpo District offers winter safety inspections, replacements"
internvid_korean_political_professional_ocr_0,Dodko public services budget
internvid_korean_political_professional_ocr_1,Destruction of Gimhae Plain consequences
internvid_korean_political_professional_ocr_2,FTC indictment of entertainment agency contract practices
internvid_korean_political_professional_ocr_3,Rally against Lee Jae-myung arrest warrant
internvid_korean_political_professional_ocr_4,Prosecutor reaction to sentencing for murder of disabled woman
internvid_korean_political_professional_ocr_5,National Assembly argument about honorifics
internvid_korean_political_professional_ocr_6,Daejang-dong development corruption
internvid_korean_political_professional_ocr_7,Increase in paid quota for greenhouse emissions
internvid_korean_political_professional_ocr_8,South Chungcheong railway station
internvid_korean_political_professional_ocr_9,Environmental impact assessment for missile base in Seongju
internvid_korean_political_professional_ocr_10,Duration of Gangnam free food waste collection
internvid_korean_political_professional_ocr_11,Energy voucher program expansion discount doubled
internvid_korean_political_professional_ocr_12,Academic conference for Sakhalin Koreans date
internvid_korean_political_professional_ocr_13,Legislators comment on Grain Management Act
internvid_korean_political_professional_ocr_14,Legality of South Korean withdrawal from Nuclear Non-Proliferation Treaty
internvid_korean_political_professional_ocr_15,Joo Ho-young on GSOMIA
internvid_korean_political_professional_ocr_16,Rainwater pumping station staff skills for welfare
internvid_korean_discovery_professional_base_0,Nuri rocket launch
internvid_korean_discovery_professional_base_1,Soft coral discovered for first time in East Sea
internvid_korean_discovery_professional_base_2,Yeoncheon-gun weather reproduction road demonstration center opening
internvid_korean_discovery_professional_description_0,Nuri upcoming satellite launch
internvid_korean_discovery_professional_description_1,Cockscomb coral found near Hupo Port
internvid_korean_discovery_professional_description_2,Cost of new road test facility in Yeoncheon-gun
internvid_korean_discovery_professional_speech_0,Goheung space center launch Nuri-5
internvid_korean_discovery_professional_speech_1,National Marine Resources Agency soft coral discovery
internvid_korean_discovery_professional_speech_2,Severe weather test facility with tunnel for autonomous car road tests
internvid_korean_discovery_professional_ocr_0,Nuri rocket development Hanwha Aerospace
internvid_korean_discovery_professional_ocr_1,Tsushima warm current effects on ecosystem
internvid_korean_discovery_professional_ocr_2,Junhwa Jeong on road performance test facility oppotunities
internvid_korean_discovery_pov_base_0,2022 Nuri rocket second launch
internvid_korean_discovery_pov_speech_0,Countdown to Korean space rocket launch
internvid_korean_social_professional_base_0,Lee Jun-ho solo exhibition
internvid_korean_social_professional_base_1,Hanbok exhibition Gwangju
internvid_korean_social_professional_base_2,Prince Harry Meghan Markel marriage announcement
internvid_korean_social_professional_description_0,Lee Jun-ho artistic techniques and influences
internvid_korean_social_professional_description_1,Culture and Arts Promotion Act South Korea
internvid_korean_social_professional_description_2,Meghan Markle engagement ring design
internvid_korean_social_professional_speech_0,Lee Jun-ho on art and social media
internvid_korean_social_professional_speech_1,Chungjang-ro fashion district revitalization efforts
internvid_korean_social_professional_speech_2,Prince Harry Meghan Markle age gap
internvid_korean_social_professional_ocr_0,Lee Jun-ho knife-scratched landscape paintings
internvid_korean_social_professional_ocr_1,Historical Korean hair styles
internvid_korean_social_professional_ocr_2,Prince Harry wedding date
internvid_korean_social_edited_base_0,KBS Symphony Orchestra Austria concert
internvid_korean_social_edited_description_0,Korean orchestra playing in the Golden Hall
internvid_korean_social_edited_speech_0,Austrian politicians watching performance in famous concert hall
internvid_korean_social_edited_ocr_0,Sumi Jo performance in Vienna
internvid_korean_other_professional_base_0,Pregnant women face difficulties finding medical care during COVID-19 pandemic
internvid_korean_other_professional_base_1,Report on quality of life for people with developmental disabilities
internvid_korean_other_professional_base_2,Heat exhaustion threat for medical workers in full body protective gear
internvid_korean_other_professional_base_3,United States labor market and interest rate trends
internvid_korean_other_professional_base_4,Drunk driving accident Gwangju
internvid_korean_other_professional_base_5,Middle school bullying leads to death of student sentencing
internvid_korean_other_professional_base_6,Camel takes off with woman Pittsburgh
internvid_korean_other_professional_base_7,Chungcheongnam-do fishing boat safety inspection
internvid_korean_other_professional_base_8,Fall in rent prices cause risk of deposit return problems
internvid_korean_other_professional_base_9,Korea lifts outdoor mask mandate
internvid_korean_other_professional_base_10,France ban on cell phone use in schools
internvid_korean_other_professional_base_11,Donghak Ant Movement investors in Untact industry
internvid_korean_other_professional_base_12,Stone seal stolen in US-Korean war confiscated by National Palace Museum
internvid_korean_other_professional_base_13,Korea book publishing industry year-over-year growth
internvid_korean_other_professional_base_14,Hyundai operations delays semiconductor shortage
internvid_korean_other_professional_base_15,Trending alternatives to animal products in fashion
internvid_korean_other_professional_base_16,KTX Gyeongbu line service delayed
internvid_korean_other_professional_base_17,Philopon cache found in studio ceiling
internvid_korean_other_professional_base_18,Parkinson's treatment pharmaceutical market changes
internvid_korean_other_professional_base_19,Workplace sexual harassment survey by Workplace Gapjil 119
internvid_korean_other_professional_base_20,2019 Gwangju World Aquatics Championships Athletes’ Village unveiling
internvid_korean_other_professional_base_21,Three people arrested for involvement in BitConnect scheme
internvid_korean_other_professional_base_22,Truck full of dead pigs in Asan swine fever investigation
internvid_korean_other_professional_base_23,Korean COVID-19 'post-Omicron' response plan April 2022
internvid_korean_other_professional_description_0,Shortage of hospital beds for pregnant women
internvid_korean_other_professional_description_1,State support for individuals with developmental disabilities and their families
internvid_korean_other_professional_description_2,COVID-19 screening clinics protections for staff
internvid_korean_other_professional_description_3,"Relationship between interest rates, unemployment rates, and wage growth in US"
internvid_korean_other_professional_description_4,Consequences for Gwangju drunk driver
internvid_korean_other_professional_description_5,Incheon district court judge comments on sentencing for middle school bullies
internvid_korean_other_professional_description_6,Out of control camel injuries caused
internvid_korean_other_professional_description_7,Bank of Korea survey on rent prices
internvid_korean_other_professional_description_8,Baek Gyeong-ran mask recommendations
internvid_korean_other_professional_description_9,Rationale for banning cell phones in French schools
internvid_korean_other_professional_description_10,Individual investors and the Donghak Ant movement
internvid_korean_other_professional_description_11,Jin-ho Jeong lawsuit confiscated cultural property
internvid_korean_other_professional_description_12,Chul-ho Yoon comments on publishing trends
internvid_korean_other_professional_description_13,Hyundai plant closings in Ulsan and Asan
internvid_korean_other_professional_description_14,Sales increase for eco-friendly and humane clothing
internvid_korean_other_professional_description_15,13 trains on Gyeongbu Line delayed during morning commute
internvid_korean_other_professional_description_16,Philopon smugglers' supply confiscated
internvid_korean_other_professional_description_17,Sinemet versus Perkin Parkinson's treatments
internvid_korean_other_professional_description_18,Kang Eun-hui recommendations for addressing workplace sexual harassment
internvid_korean_other_professional_description_19,Gwangju aquatics championships housing amenities
internvid_korean_other_professional_description_20,Gwangju police investigation of virtual currency management fraud
internvid_korean_other_professional_description_21,Hongseong pig carcass disposal controversy
internvid_korean_other_professional_description_22,Kim Woo-joo on continued need to protect the elderly from COVID-19
internvid_korean_other_professional_speech_0,Interviews with pregnant women about health care anxieties
internvid_korean_other_professional_speech_1,Effects of developmental disability on families
internvid_korean_other_professional_speech_2,How to improve summertime working conditions for health care workers
internvid_korean_other_professional_speech_3,United States unemployment statistics
internvid_korean_other_professional_speech_4,Pursuit of drunk driver by citizens and police in Gwangju
internvid_korean_other_professional_speech_5,Description of altercation leading to death of 15 year old
internvid_korean_other_professional_speech_6,Wild camel ride in Pittsburgh horse nearby
internvid_korean_other_professional_speech_7,Number of fishing boats and sites inspected in Chungcheongnam-do
internvid_korean_other_professional_speech_8,Percentage of rental price decrease in the last two years
internvid_korean_other_professional_speech_9,Development of Korean mask mandates during COVID-19 pandemic
internvid_korean_other_professional_speech_10,Student reactions to cell phone ban Antibes
internvid_korean_other_professional_speech_11,Contactless investment accounts in the digital age
internvid_korean_other_professional_speech_12,Confiscation policy for cultural assets affects on voluntary disclosure
internvid_korean_other_professional_speech_13,E-book subscription services and the self-publishing industry
internvid_korean_other_professional_speech_14,Supply chain disruption for Hyundai Granger and Sonata models
internvid_korean_other_professional_speech_15,Social media increasing awareness around humane fashion consumption
internvid_korean_other_professional_speech_16,Gyeongbu Expressway delay durations and cause
internvid_korean_other_professional_speech_17,Throwing method for illegal drug distribution
internvid_korean_other_professional_speech_18,Sinemet drug market share
internvid_korean_other_professional_speech_19,Percentage of unreported workplace sexual harassment incidents
internvid_korean_other_professional_speech_20,Medical facilities for competitors in world aquatics championships
internvid_korean_other_professional_speech_21,BitConnect investors money lost
internvid_korean_other_professional_speech_22,Conspiracy theory dead pigs in Gungnam
internvid_korean_other_professional_speech_23,New COVID-19 cases decline to 90000 for first time in 7 weeks
internvid_korean_other_professional_ocr_0,Emergency response for pregnant women with COVID-19
internvid_korean_other_professional_ocr_1,2021 survey on impact of developmental disability
internvid_korean_other_professional_ocr_2,Government subsidized air conditioners for COVID-19 screening sites
internvid_korean_other_professional_ocr_3,Federal Reserve stance towards interest rates
internvid_korean_other_professional_ocr_4,Blood alcohol level for drunk driver who fled after hitting people
internvid_korean_other_professional_ocr_5,Prison sentence for bullies who caused fatal fall
internvid_korean_other_professional_ocr_6,Number of rental deposits at risk due to falling rent prices
internvid_korean_other_professional_ocr_7,September 26 mask policy Korea
internvid_korean_other_professional_ocr_8,Students for and against school cell phone ban
internvid_korean_other_professional_ocr_9,NH Investments and Hanwha Untact investment services
internvid_korean_other_professional_ocr_10,Queen Jangnyeol artifact stolen by Americans
internvid_korean_other_professional_ocr_11,Korean publishing industry competitive with Japan
internvid_korean_other_professional_ocr_12,Domino effect car model discontinuation
internvid_korean_other_professional_ocr_13,Lim Yunjin describes down alternative in winter coat
internvid_korean_other_professional_ocr_14,Geyongbu Line problem with electric lane causes KTX delays
internvid_korean_other_professional_ocr_15,Amount and market value of Philopon confiscated in police raid
internvid_korean_other_professional_ocr_16,Myungin Pharmaceuticals Perkin drug
internvid_korean_other_professional_ocr_17,Workplace Gapjil 119 survey methodology
internvid_korean_other_professional_ocr_18,Gqangju athletes village world aquatics championships capacity
internvid_korean_other_professional_ocr_19,Bitconnect closure date
internvid_korean_other_professional_ocr_20,Pig killed in barn fire leads to panic over swine fever
internvid_korean_other_professional_ocr_21,COVID-19 screening clinic suspends rapid antigen tests
internvid_korean_other_edited_base_0,2022 Road Traffic Act
internvid_korean_other_edited_base_1,Park Bo-gyoon 2023 report on cultural development
internvid_korean_other_edited_base_2,Seoul raises taxi fares
internvid_korean_other_edited_base_3,Army recruits given military numbers for incorrect year
internvid_korean_other_edited_base_4,Director Conte signs autographs and waves
internvid_korean_other_edited_description_0,New traffic law passed for turning right across crosswalks
internvid_korean_other_edited_description_1,"Minister of Culture, Sports and Tourism speaks on regional development"
internvid_korean_other_edited_description_2,4900 people incorrectly given army number for 23
internvid_korean_other_edited_description_3,Director Antonio Conte leaves work
internvid_korean_other_edited_speech_0,Turning right at crosswalk depends on presence of pedestrians
internvid_korean_other_edited_speech_1,Utility of art museums for regional cultural development
internvid_korean_other_edited_speech_2,Military Training Center recruits who joined in 2022 were given 2023 military service
internvid_korean_other_edited_ocr_0,Road Traffic Act Article 27
internvid_korean_other_edited_ocr_1,Bilbao Guggenheim Museum as case study for rural cultural development
internvid_korean_other_edited_ocr_2,Updated taxi fare base fee and distance fare
internvid_korean_other_edited_ocr_3,Conte leaves Goyang Sports Complex
